drug_1_rxnorn_id,drug_1_concept_name,drug_2_rxnorm_id,drug_2_concept_name,condition_meddra_id,condition_concept_name,A,B,C,D,PRR,PRR_error,mean_reporting_frequency
1808,Bumetanide,7824,Oxytocin,10028411,Myalgia,1,13,3,137,3.33333,1.12016,0.0714286
1808,Bumetanide,7824,Oxytocin,10028334,Muscle spasms,1,13,3,137,3.33333,1.12016,0.0714286
1808,Bumetanide,7824,Oxytocin,10049816,Muscle tightness,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10062042,Lung neoplasm,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10001949,Amnesia,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10010305,Confusional state,1,13,3,137,3.33333,1.12016,0.0714286
1808,Bumetanide,7824,Oxytocin,10013395,Disorientation,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10020937,Hypoaesthesia,1,13,4,136,2.5,1.08233,0.0714286
1808,Bumetanide,7824,Oxytocin,10041466,Speech disorder,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10015037,Epilepsy,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10002855,Anxiety,1,13,5,135,2.0,1.05898,0.0714286
1808,Bumetanide,7824,Oxytocin,10019075,"Hallucination, visual",1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10038435,Renal failure,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10038436,Renal failure acute,1,13,3,137,3.33333,1.12016,0.0714286
1808,Bumetanide,7824,Oxytocin,10037377,Pulmonary embolism,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10011224,Cough,1,13,4,136,2.5,1.08233,0.0714286
1808,Bumetanide,7824,Oxytocin,10062244,Sinus disorder,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10014184,Eczema,1,13,1,139,10.0,1.38616,0.0714286
1808,Bumetanide,7824,Oxytocin,10021097,Hypotension,1,13,2,138,5.0,1.19224,0.0714286
10355,Temazepam,136411,sildenafil,10002034,Anaemia,9,147,16,1544,5.625,0.408117,0.0576923
10355,Temazepam,136411,sildenafil,10033661,Pancytopenia,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10009802,Coagulopathy,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10013442,Disseminated intravascular coagulation,1,155,5,1555,2.0,1.09222,0.00641026
10355,Temazepam,136411,sildenafil,10028228,Multiple myeloma,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10043554,Thrombocytopenia,3,153,9,1551,3.33333,0.661357,0.0192308
10355,Temazepam,136411,sildenafil,10020094,Hilar lymphadenopathy,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10025197,Lymphadenopathy,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10029354,Neutropenia,3,153,7,1553,4.28571,0.684937,0.0192308
10355,Temazepam,136411,sildenafil,10003673,Atrioventricular block complete,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10006580,Bundle branch block left,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10003119,Arrhythmia,4,152,2,1558,20.0,0.861945,0.025641
10355,Temazepam,136411,sildenafil,10006093,Bradycardia,4,152,6,1554,6.66667,0.640012,0.025641
10355,Temazepam,136411,sildenafil,10015856,Extrasystoles,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10049447,Tachyarrhythmia,3,153,1,1559,30.0,1.15164,0.0192308
10355,Temazepam,136411,sildenafil,10043071,Tachycardia,4,152,8,1552,5.0,0.606588,0.025641
10355,Temazepam,136411,sildenafil,10003658,Atrial fibrillation,7,149,14,1546,5.0,0.45523,0.0448718
10355,Temazepam,136411,sildenafil,10042604,Supraventricular tachycardia,5,151,2,1558,25.0,0.832435,0.0320513
10355,Temazepam,136411,sildenafil,10007515,Cardiac arrest,2,154,14,1546,1.42857,0.751251,0.0128205
10355,Temazepam,136411,sildenafil,10007617,Cardio-respiratory arrest,2,154,9,1551,2.22222,0.777213,0.0128205
10355,Temazepam,136411,sildenafil,10049418,Sudden cardiac death,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10047302,Ventricular tachycardia,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10061024,Cardiac disorder,3,153,11,1549,2.72727,0.645903,0.0192308
10355,Temazepam,136411,sildenafil,10007649,Cardiovascular disorder,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10061200,Heart injury,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10011703,Cyanosis,2,154,5,1555,4.0,0.832435,0.0128205
10355,Temazepam,136411,sildenafil,10013573,Dizziness,18,138,49,1511,3.67347,0.262512,0.115385
10355,Temazepam,136411,sildenafil,10033557,Palpitations,2,154,6,1554,3.33333,0.812167,0.0128205
10355,Temazepam,136411,sildenafil,10036653,Presyncope,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10042772,Syncope,5,151,6,1554,8.33333,0.599679,0.0320513
10355,Temazepam,136411,sildenafil,10013968,Dyspnoea,20,136,46,1514,4.34783,0.254338,0.128205
10355,Temazepam,136411,sildenafil,10013971,Dyspnoea exertional,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10027727,Mitral valve incompetence,3,153,3,1557,10.0,0.812167,0.0192308
10355,Temazepam,136411,sildenafil,10011078,Coronary artery disease,4,152,12,1548,3.33333,0.571211,0.025641
10355,Temazepam,136411,sildenafil,10011089,Coronary artery stenosis,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10000891,Acute myocardial infarction,3,153,6,1554,5.0,0.702103,0.0192308
10355,Temazepam,136411,sildenafil,10002383,Angina pectoris,1,155,6,1554,1.66667,1.07685,0.00641026
10355,Temazepam,136411,sildenafil,10002388,Angina unstable,3,153,2,1558,15.0,0.909001,0.0192308
10355,Temazepam,136411,sildenafil,10008469,Chest discomfort,2,154,11,1549,1.81818,0.764106,0.0128205
10355,Temazepam,136411,sildenafil,10008479,Chest pain,7,149,21,1539,3.33333,0.428281,0.0448718
10355,Temazepam,136411,sildenafil,10028596,Myocardial infarction,7,149,36,1524,1.94444,0.404455,0.0448718
10355,Temazepam,136411,sildenafil,10016803,Fluid overload,6,150,2,1558,30.0,0.812167,0.0384615
10355,Temazepam,136411,sildenafil,10030124,Oedema peripheral,8,148,21,1539,3.80952,0.4069,0.0512821
10355,Temazepam,136411,sildenafil,10007554,Cardiac failure,2,154,10,1550,2.0,0.770032,0.0128205
10355,Temazepam,136411,sildenafil,10007559,Cardiac failure congestive,5,151,16,1544,3.125,0.505419,0.0320513
10355,Temazepam,136411,sildenafil,10037368,Pulmonary congestion,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10037423,Pulmonary oedema,1,155,10,1550,1.0,1.04544,0.00641026
10355,Temazepam,136411,sildenafil,10039163,Right ventricular failure,4,152,2,1558,20.0,0.861945,0.025641
10355,Temazepam,136411,sildenafil,10003664,Atrial septal defect,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10007632,Cardiomegaly,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10013002,Dilatation atrial,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10047295,Ventricular hypertrophy,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10034474,Pericardial effusion,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10011878,Deafness,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10043882,Tinnitus,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10047340,Vertigo,2,154,6,1554,3.33333,0.812167,0.0128205
10355,Temazepam,136411,sildenafil,10001367,Adrenal insufficiency,3,153,1,1559,30.0,1.15164,0.0192308
10355,Temazepam,136411,sildenafil,10060734,Diabetic foot,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10012650,Diabetic coma,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10012689,Diabetic retinopathy,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10018800,Gynaecomastia,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10012601,Diabetes mellitus,6,150,11,1549,5.45455,0.500524,0.0384615
10355,Temazepam,136411,sildenafil,10012607,Diabetes mellitus inadequate control,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10067585,Type 2 diabetes mellitus,5,151,6,1554,8.33333,0.599679,0.0320513
10355,Temazepam,136411,sildenafil,10020993,Hypoglycaemia,1,155,7,1553,1.42857,1.06574,0.00641026
10355,Temazepam,136411,sildenafil,10020583,Hypercalcaemia,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10043709,Thyroid disorder,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10020850,Hyperthyroidism,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10021114,Hypothyroidism,1,155,6,1554,1.66667,1.07685,0.00641026
10355,Temazepam,136411,sildenafil,10007739,Cataract,1,155,9,1551,1.11111,1.05074,0.00641026
10355,Temazepam,136411,sildenafil,10023644,Lacrimation increased,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10015916,Eye disorder,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10015958,Eye pain,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10018304,Glaucoma,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10015993,Eyelid oedema,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10030041,Ocular hyperaemia,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10005169,Blindness,1,155,7,1553,1.42857,1.06574,0.00641026
10355,Temazepam,136411,sildenafil,10008795,Chromatopsia,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10013036,Diplopia,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10047513,Vision blurred,3,153,8,1552,3.75,0.671775,0.0192308
10355,Temazepam,136411,sildenafil,10047571,Visual impairment,2,154,11,1549,1.81818,0.764106,0.0128205
10355,Temazepam,136411,sildenafil,10020028,Hiatus hernia,3,153,1,1559,30.0,1.15164,0.0192308
10355,Temazepam,136411,sildenafil,10012318,Dental caries,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10044016,Tooth abscess,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10044034,Tooth disorder,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10044055,Toothache,2,154,5,1555,4.0,0.832435,0.0128205
10355,Temazepam,136411,sildenafil,10018280,Gingival disorder,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10058802,Gingival infection,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10044044,Tooth loss,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10013554,Diverticulum,3,153,3,1557,10.0,0.812167,0.0192308
10355,Temazepam,136411,sildenafil,10013538,Diverticulitis,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10033645,Pancreatitis,3,153,12,1548,2.5,0.640012,0.0192308
10355,Temazepam,136411,sildenafil,10033647,Pancreatitis acute,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10056819,Gastric disorder,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10017944,Gastrointestinal disorder,1,155,6,1554,1.66667,1.07685,0.00641026
10355,Temazepam,136411,sildenafil,10017955,Gastrointestinal haemorrhage,4,152,3,1557,13.3333,0.759132,0.025641
10355,Temazepam,136411,sildenafil,10018836,Haematochezia,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10050953,Lower gastrointestinal haemorrhage,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10017853,Gastritis,2,154,9,1551,2.22222,0.777213,0.0128205
10355,Temazepam,136411,sildenafil,10030216,Oesophagitis,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10012735,Diarrhoea,2,154,37,1523,0.540541,0.721093,0.0128205
10355,Temazepam,136411,sildenafil,10012741,Diarrhoea haemorrhagic,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10010774,Constipation,6,150,13,1547,4.61538,0.486352,0.0384615
10355,Temazepam,136411,sildenafil,10017885,Gastrooesophageal reflux disease,6,150,7,1553,8.57143,0.549975,0.0384615
10355,Temazepam,136411,sildenafil,10061173,Gastrointestinal motility disorder,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10013946,Dyspepsia,2,154,5,1555,4.0,0.832435,0.0128205
10355,Temazepam,136411,sildenafil,10000060,Abdominal distension,3,153,5,1555,6.0,0.725453,0.0192308
10355,Temazepam,136411,sildenafil,10016766,Flatulence,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10000081,Abdominal pain,5,151,12,1548,4.16667,0.525625,0.0320513
10355,Temazepam,136411,sildenafil,10000087,Abdominal pain upper,5,151,13,1547,3.84615,0.519492,0.0320513
10355,Temazepam,136411,sildenafil,10000059,Abdominal discomfort,1,155,11,1549,0.909091,1.04108,0.00641026
10355,Temazepam,136411,sildenafil,10021639,Incontinence,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10026882,Mastication disorder,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10028813,Nausea,11,145,67,1493,1.64179,0.314298,0.0705128
10355,Temazepam,136411,sildenafil,10047700,Vomiting,4,152,37,1523,1.08108,0.519592,0.025641
10355,Temazepam,136411,sildenafil,10022687,Intestinal obstruction,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10017822,Gastric ulcer,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10017865,Gastritis erosive,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10030963,Oral candidiasis,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10031009,Oral pain,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10002958,Aphthous stomatitis,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10028034,Mouth ulceration,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10013781,Dry mouth,1,155,7,1553,1.42857,1.06574,0.00641026
10355,Temazepam,136411,sildenafil,10013911,Dysgeusia,2,154,7,1553,2.85714,0.797374,0.0128205
10355,Temazepam,136411,sildenafil,10018388,Glossodynia,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10037660,Pyrexia,10,146,37,1523,2.7027,0.346375,0.0641026
10355,Temazepam,136411,sildenafil,10011906,Death,3,153,64,1496,0.46875,0.584728,0.0192308
10355,Temazepam,136411,sildenafil,10003549,Asthenia,11,145,27,1533,4.07407,0.347699,0.0705128
10355,Temazepam,136411,sildenafil,10016256,Fatigue,19,137,54,1506,3.51852,0.253177,0.121795
10355,Temazepam,136411,sildenafil,10025482,Malaise,12,144,41,1519,2.92683,0.317289,0.0769231
10355,Temazepam,136411,sildenafil,10008531,Chills,4,152,15,1545,2.66667,0.556431,0.025641
10355,Temazepam,136411,sildenafil,10016322,Feeling abnormal,2,154,18,1542,1.11111,0.740611,0.0128205
10355,Temazepam,136411,sildenafil,10016334,Feeling hot,2,154,7,1553,2.85714,0.797374,0.0128205
10355,Temazepam,136411,sildenafil,10019133,Hangover,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10020466,Hunger,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10043458,Thirst,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10003591,Ataxia,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10017577,Gait disturbance,7,149,16,1544,4.375,0.445315,0.0448718
10355,Temazepam,136411,sildenafil,10010264,Condition aggravated,7,149,17,1543,4.11765,0.441168,0.0448718
10355,Temazepam,136411,sildenafil,10061818,Disease progression,1,155,13,1547,0.769231,1.03435,0.00641026
10355,Temazepam,136411,sildenafil,10016825,Flushing,7,149,15,1545,4.66667,0.449969,0.0448718
10355,Temazepam,136411,sildenafil,10049438,General physical health deterioration,3,153,9,1551,3.33333,0.661357,0.0192308
10355,Temazepam,136411,sildenafil,10060800,Hot flush,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10020642,Hyperhidrosis,3,153,10,1550,3.0,0.652903,0.0192308
10355,Temazepam,136411,sildenafil,10061520,Ill-defined disorder,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10022004,Influenza like illness,4,152,8,1552,5.0,0.606588,0.025641
10355,Temazepam,136411,sildenafil,10022998,Irritability,5,151,3,1557,16.6667,0.725453,0.0320513
10355,Temazepam,136411,sildenafil,10048334,Mobility decreased,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10028154,Multi-organ failure,1,155,8,1552,1.25,1.05733,0.00641026
10355,Temazepam,136411,sildenafil,10029719,Nonspecific reaction,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10042674,Swelling,2,154,11,1549,1.81818,0.764106,0.0128205
10355,Temazepam,136411,sildenafil,10062355,Unevaluable event,2,154,6,1554,3.33333,0.812167,0.0128205
10355,Temazepam,136411,sildenafil,10061218,Inflammation,2,154,3,1557,6.66667,0.909001,0.0128205
10355,Temazepam,136411,sildenafil,10030095,Oedema,6,150,5,1555,12.0,0.599679,0.0384615
10355,Temazepam,136411,sildenafil,10033371,Pain,9,147,50,1510,1.8,0.352221,0.0576923
10355,Temazepam,136411,sildenafil,10061623,Adverse drug reaction,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10060933,Adverse event,1,155,10,1550,1.0,1.04544,0.00641026
10355,Temazepam,136411,sildenafil,10013678,Drug effect decreased,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10013709,Drug ineffective,13,143,83,1477,1.56627,0.286217,0.0833333
10355,Temazepam,136411,sildenafil,10061822,Drug intolerance,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10063670,No therapeutic response,1,155,3,1557,3.33333,1.15164,0.00641026
10355,Temazepam,136411,sildenafil,10013754,Drug withdrawal syndrome,3,153,3,1557,10.0,0.812167,0.0192308
10355,Temazepam,136411,sildenafil,10016642,Fibrosis,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10021519,Impaired healing,2,154,1,1559,20.0,1.22186,0.0128205
10355,Temazepam,136411,sildenafil,10045285,Ulcer,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10051327,Pharmaceutical product complaint,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10051082,Therapy non-responder,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10017626,Gallbladder disorder,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10019646,Hepatic cyst,3,153,1,1559,30.0,1.15164,0.0192308
10355,Temazepam,136411,sildenafil,10019663,Hepatic failure,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10019641,Hepatic cirrhosis,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10019842,Hepatomegaly,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10019708,Hepatic steatosis,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10019717,Hepatitis,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10019695,Hepatic neoplasm,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10019831,Hepatocellular damage,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10003553,Asthma,1,155,7,1553,1.42857,1.06574,0.00641026
10355,Temazepam,136411,sildenafil,10028164,Multiple allergies,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10012442,Dermatitis contact,3,153,1,1559,30.0,1.15164,0.0192308
10355,Temazepam,136411,sildenafil,10013687,Drug eruption,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10046735,Urticaria,2,154,8,1552,2.5,0.786097,0.0128205
10355,Temazepam,136411,sildenafil,10039073,Rheumatoid arthritis,2,154,6,1554,3.33333,0.812167,0.0128205
10355,Temazepam,136411,sildenafil,10023439,Kidney transplant rejection,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10007882,Cellulitis,2,154,4,1556,5.0,0.861945,0.0128205
10355,Temazepam,136411,sildenafil,10058080,Staphylococcal infection,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10031252,Osteomyelitis,4,152,4,1556,10.0,0.702103,0.025641
10355,Temazepam,136411,sildenafil,10031256,Osteomyelitis chronic,1,155,1,1559,10.0,1.41172,0.00641026
10355,Temazepam,136411,sildenafil,10021789,Infection,5,151,5,1555,10.0,0.626856,0.0320513
10355,Temazepam,136411,sildenafil,10024774,Localised infection,2,154,2,1558,10.0,0.996468,0.0128205
10355,Temazepam,136411,sildenafil,10006451,Bronchitis,2,154,10,1550,2.0,0.770032,0.0128205
10355,Temazepam,136411,sildenafil,10035664,Pneumonia,6,150,29,1531,2.06897,0.440566,0.0384615
10355,Temazepam,136411,sildenafil,10040047,Sepsis,1,155,14,1546,0.714286,1.03169,0.00641026
10355,Temazepam,136411,sildenafil,10028810,Nasopharyngitis,2,154,14,1546,1.42857,0.751251,0.0128205
10355,Temazepam,136411,sildenafil,10040753,Sinusitis,2,154,11,1549,1.81818,0.764106,0.0128205
10355,Temazepam,136411,sildenafil,10046306,Upper respiratory tract infection,1,155,2,1558,5.0,1.22186,0.00641026
10355,Temazepam,136411,sildenafil,10011781,Cystitis,1,155,4,1556,2.5,1.11488,0.00641026
10355,Temazepam,136411,sildenafil,10023424,Kidney infection,1,155,1,1559,10.0,1.41172,0.00641026
